hr,rr,stress,time,real_time
hr,rr,stress,time,real_time
94,"[0.7, 0.708]",0,00:28:32,00:25:06
94,[0.64],0,00:28:33,00:25:07
94,"[0.616, 0.612]",0,00:28:34,00:25:08
95,"[0.612, 0.616]",0,00:28:35,00:25:08
95,[0.596],0,00:28:36,00:25:09
96,"[0.592, 0.604]",0,00:28:37,00:25:10
96,[0.644],0,00:28:38,00:25:11
96,"[0.62, 0.62]",0,00:28:39,00:25:12
96,"[0.628, 0.676]",0,00:28:40,00:25:13
95,[0.648],0,00:28:41,00:25:14
95,"[0.632, 0.604]",0,00:28:42,00:25:15
96,[0.592],0,00:28:43,00:25:16
95,"[0.668, 0.684]",0,00:28:44,00:25:17
95,[0.648],0,00:28:45,00:25:18
95,"[0.612, 0.6]",0,00:28:46,00:25:19
96,[0.608],0,00:28:47,00:25:20
95,"[0.724, 0.664]",0,00:28:48,00:25:21
95,[0.676],0,00:28:49,00:25:22
93,"[0.692, 0.732]",0,00:28:50,00:25:23
92,[0.696],0,00:28:51,00:25:24
91,"[0.692, 0.7]",0,00:28:52,00:25:25
91,[0.732],0,00:28:53,00:25:26
90,[0.712],0,00:28:54,00:25:27
89,"[0.7, 0.724]",0,00:28:55,00:25:28
88,"[0.736, 0.668]",0,00:28:56,00:25:29
88,[0.692],0,00:28:57,00:25:30
88,[0.688],0,00:28:58,00:25:31
88,"[0.696, 0.66]",0,00:28:59,00:25:32
88,[0.688],0,00:29:00,00:25:33
88,"[0.716, 0.844]",0,00:29:01,00:25:34
87,[0.74],0,00:29:02,00:25:35
86,[0.688],0,00:29:03,00:25:36
87,"[0.664, 0.64]",0,00:29:04,00:25:37
87,[0.708],0,00:29:05,00:25:38
87,"[0.708, 0.692]",0,00:29:06,00:25:39
87,[0.732],0,00:29:07,00:25:40
86,[0.764],0,00:29:08,00:25:41
86,"[0.692, 0.668]",0,00:29:09,00:25:42
87,[0.64],0,00:29:10,00:25:43
88,"[0.6, 0.652]",0,00:29:11,00:25:44
87,[0.708],0,00:29:12,00:25:45
87,"[0.668, 0.728]",0,00:29:13,00:25:46
87,[0.72],0,00:29:14,00:25:47
87,"[0.756, 0.66]",0,00:29:15,00:25:48
87,[0.644],0,00:29:16,00:25:50
88,"[0.616, 0.648]",0,00:29:17,00:25:51
88,[0.716],0,00:29:18,00:25:52
87,[0.788],0,00:29:19,00:25:53
87,"[0.68, 0.644]",0,00:29:20,00:25:54
88,"[0.604, 0.608]",0,00:29:21,00:25:55
88,[0.66],0,00:29:22,00:25:56
88,[0.744],0,00:29:23,00:25:57
88,"[0.692, 0.644]",0,00:29:24,00:25:58
89,"[0.608, 0.596]",0,00:29:25,00:25:58
90,[0.672],0,00:29:26,00:25:59
90,"[0.716, 0.828]",0,00:29:27,00:26:00
90,[0.748],0,00:29:28,00:26:01
89,"[0.696, 0.624]",0,00:29:29,00:26:02
89,[0.592],0,00:29:30,00:26:03
90,"[0.58, 0.572]",0,00:29:31,00:26:04
91,[0.592],0,00:29:32,00:26:05
92,"[0.672, 0.872]",0,00:29:33,00:26:06
92,[0.744],0,00:29:34,00:26:07
92,"[0.66, 0.628]",0,00:29:35,00:26:08
92,[0.6],0,00:29:36,00:26:09
93,"[0.592, 0.592]",0,00:29:37,00:26:10
94,"[0.592, 0.576]",0,00:29:38,00:26:11
96,[0.564],0,00:29:39,00:26:12
97,"[0.552, 0.564]",0,00:29:40,00:26:13
98,"[0.64, 0.716]",0,00:29:41,00:26:14
98,[0.724],0,00:29:42,00:26:15
97,[0.708],0,00:29:43,00:26:16
97,"[0.648, 0.652]",0,00:29:44,00:26:17
96,[0.648],0,00:29:45,00:26:18
95,"[0.676, 0.66]",0,00:29:46,00:26:19
95,[0.66],0,00:29:47,00:26:20
93,"[0.728, 0.8]",0,00:29:48,00:26:21
91,[0.856],0,00:29:49,00:26:22
89,[0.78],0,00:29:50,00:26:23
88,[0.7],0,00:29:51,00:26:24
88,"[0.708, 0.736]",0,00:29:52,00:26:25
86,[0.824],0,00:29:53,00:26:26
86,"[0.724, 0.684]",0,00:29:54,00:26:27
87,[0.68],0,00:29:55,00:26:28
86,"[0.696, 0.728]",0,00:29:56,00:26:29
86,[0.744],0,00:29:57,00:26:30
86,"[0.672, 0.652]",0,00:29:58,00:26:31
87,[0.648],0,00:29:59,00:26:32
87,[0.664],0,00:30:00,00:26:33
86,"[0.736, 0.768]",0,00:30:01,00:26:34
86,[0.692],0,00:30:02,00:26:35
86,"[0.664, 0.624]",0,00:30:03,00:26:36
87,[0.648],0,00:30:04,00:26:37
87,"[0.704, 0.756]",0,00:30:05,00:26:38
86,[0.704],0,00:30:06,00:26:40
86,"[0.684, 0.64]",0,00:30:07,00:26:41
87,[0.664],0,00:30:08,00:26:42
87,[0.692],0,00:30:09,00:26:43
87,"[0.796, 0.752]",0,00:30:10,00:26:44
86,[0.736],0,00:30:11,00:26:45
86,"[0.668, 0.688]",0,00:30:12,00:26:46
86,[0.68],0,00:30:13,00:26:47
86,[0.708],0,00:30:14,00:26:47
86,"[0.656, 0.7]",0,00:30:15,00:26:48
86,[0.692],0,00:30:16,00:26:49
86,"[0.768, 0.728]",0,00:30:17,00:26:50
85,[0.768],0,00:30:18,00:26:51
84,[0.812],0,00:30:19,00:26:52
83,[0.776],0,00:30:20,00:26:53
83,"[0.72, 0.72]",0,00:30:21,00:26:54
83,"[0.716, 0.696]",0,00:30:22,00:26:55
84,[0.66],0,00:30:23,00:26:56
85,"[0.664, 0.684]",0,00:30:24,00:26:57
85,[0.76],0,00:30:25,00:26:58
84,[0.74],0,00:30:26,00:26:59
84,"[0.704, 0.744]",0,00:30:27,00:27:00
84,[0.776],0,00:30:28,00:27:01
83,[0.824],0,00:30:29,00:27:02
82,[0.728],0,00:30:30,00:27:03
82,"[0.716, 0.812]",0,00:30:31,00:27:04
82,[0.744],0,00:30:32,00:27:05
81,[0.828],0,00:30:33,00:27:06
81,[0.744],0,00:30:34,00:27:07
80,"[0.828, 0.756]",0,00:30:35,00:27:08
80,[0.784],0,00:30:36,00:27:09
80,[0.692],0,00:30:37,00:27:10
79,"[0.808, 0.8]",0,00:30:38,00:27:11
79,[0.936],0,00:30:39,00:27:12
78,[0.824],0,00:30:40,00:27:13
78,[0.72],0,00:30:41,00:27:14
78,"[0.668, 0.656]",0,00:30:42,00:27:15
79,[0.728],0,00:30:43,00:27:16
79,"[0.756, 0.696]",0,00:30:44,00:27:17
80,[0.696],0,00:30:45,00:27:18
80,[0.768],0,00:30:46,00:27:19
80,"[0.72, 0.684]",0,00:30:47,00:27:20
81,[0.676],0,00:30:48,00:27:21
82,"[0.668, 0.696]",0,00:30:49,00:27:22
83,[0.68],0,00:30:50,00:27:23
84,"[0.676, 0.656]",0,00:30:51,00:27:24
84,[0.72],0,00:30:52,00:27:25
84,"[0.76, 0.74]",0,00:30:53,00:27:26
84,[0.688],0,00:30:54,00:27:27
84,"[0.668, 0.688]",0,00:30:55,00:27:28
84,[0.732],0,00:30:56,00:27:30
84,[0.76],0,00:30:57,00:27:31
84,"[0.704, 0.688]",0,00:30:58,00:27:32
84,[0.756],0,00:30:59,00:27:33
83,[0.748],0,00:31:00,00:27:34
83,"[0.74, 0.7]",0,00:31:01,00:27:35
84,[0.684],0,00:31:02,00:27:36
84,"[0.676, 0.704]",0,00:31:03,00:27:37
85,[0.676],0,00:31:04,00:27:37
85,"[0.652, 0.648]",0,00:31:05,00:27:38
86,[0.672],0,00:31:06,00:27:39
86,[0.78],0,00:31:07,00:27:40
86,"[0.76, 0.748]",0,00:31:08,00:27:41
85,[0.704],0,00:31:09,00:27:42
86,"[0.652, 0.616]",0,00:31:10,00:27:43
87,[0.596],0,00:31:11,00:27:44
88,"[0.688, 0.732]",0,00:31:12,00:27:45
88,[0.696],0,00:31:13,00:27:46
87,[0.7],0,00:31:14,00:27:47
87,"[0.704, 0.684]",0,00:31:15,00:27:48
88,[0.648],0,00:31:16,00:27:49
87,"[0.712, 0.74]",0,00:31:17,00:27:50
87,[0.708],0,00:31:18,00:27:51
88,"[0.66, 0.616]",0,00:31:19,00:27:52
89,"[0.596, 0.576]",0,00:31:20,00:27:53
91,"[0.568, 0.552]",0,00:31:21,00:27:54
93,[0.56],0,00:31:22,00:27:55
94,"[0.58, 0.612]",0,00:31:23,00:27:56
95,"[0.604, 0.576]",0,00:31:24,00:27:57
96,"[0.548, 0.532]",0,00:31:25,00:27:58
98,"[0.52, 0.508]",0,00:31:26,00:27:59
101,[0.512],0,00:31:27,00:28:00
102,"[0.528, 0.604]",0,00:31:28,00:28:01
103,[0.68],0,00:31:30,00:28:03
103,"[0.708, 0.696]",0,00:31:30,00:28:03
103,[0.792],0,00:31:31,00:28:04
102,[0.82],0,00:31:33,00:28:06
101,"[0.82, 0.756]",0,00:31:33,00:28:06
98,[0.832],0,00:31:34,00:28:07
95,[0.828],0,00:31:35,00:28:08
93,[0.76],0,00:31:36,00:28:09
92,"[0.672, 0.656]",0,00:31:37,00:28:10
91,[0.724],0,00:31:38,00:28:11
90,[1.004],0,00:31:39,00:28:12
89,[0.908],0,00:31:40,00:28:13
87,"[0.788, 0.784]",0,00:31:41,00:28:14
86,[0.772],0,00:31:42,00:28:15
85,[0.792],0,00:31:43,00:28:16
84,[0.748],0,00:31:44,00:28:17
82,[0.852],0,00:31:45,00:28:19
81,"[0.888, 0.904]",0,00:31:46,00:28:20
79,[0.792],0,00:31:47,00:28:21
79,[0.732],0,00:31:48,00:28:22
78,"[0.792, 0.876]",0,00:31:49,00:28:23
78,[0.796],0,00:31:50,00:28:24
78,[0.78],0,00:31:51,00:28:25
78,[0.78],0,00:31:52,00:28:26
77,"[0.828, 0.86]",0,00:31:53,00:28:26
77,[0.732],0,00:31:54,00:28:27
77,[0.776],0,00:31:55,00:28:28
78,[0.724],0,00:31:56,00:28:29
78,[0.888],0,00:31:57,00:28:30
77,"[0.872, 0.752]",0,00:31:58,00:28:31
78,[0.68],0,00:31:59,00:28:32
78,"[0.652, 0.644]",0,00:32:00,00:28:33
80,[0.624],0,00:32:01,00:28:34
81,[1.072],0,00:32:02,00:28:35
82,[0.98],0,00:32:03,00:28:36
83,[0.944],0,00:32:04,00:28:37
83,[0.872],0,00:32:05,00:28:38
83,"[0.836, 0.76]",0,00:32:06,00:28:39
82,[0.776],0,00:32:07,00:28:40
81,[0.852],0,00:32:08,00:28:41
80,[0.812],0,00:32:09,00:28:42
79,[0.924],0,00:32:10,00:28:43
78,[0.86],0,00:32:11,00:28:44
77,"[0.88, 0.892]",0,00:32:12,00:28:45
76,[0.824],0,00:32:13,00:28:46
75,[0.924],0,00:32:14,00:28:47
74,[0.868],0,00:32:15,00:28:48
74,[0.736],0,00:32:16,00:28:49
74,"[0.768, 0.84]",0,00:32:17,00:28:50
74,[0.86],0,00:32:18,00:28:51
73,[0.848],0,00:32:19,00:28:52
73,[0.876],0,00:32:20,00:28:53
72,[0.9],0,00:32:21,00:28:54
72,"[0.804, 0.82]",0,00:32:22,00:28:55
72,[0.876],0,00:32:23,00:28:56
72,[0.756],0,00:32:24,00:28:57
73,[0.828],0,00:32:25,00:28:58
73,"[0.832, 0.752]",0,00:32:26,00:28:59
74,[0.932],0,00:32:27,00:29:00
73,[0.86],0,00:32:28,00:29:01
73,[0.76],0,00:32:29,00:29:02
74,[0.784],0,00:32:30,00:29:03
74,"[0.776, 0.736]",0,00:32:31,00:29:04
75,[0.724],0,00:32:32,00:29:05
75,[0.828],0,00:32:33,00:29:06
75,[0.888],0,00:32:34,00:29:07
74,"[0.784, 0.8]",0,00:32:35,00:29:09
74,[0.82],0,00:32:36,00:29:10
75,[0.756],0,00:32:37,00:29:11
75,"[0.748, 0.732]",0,00:32:38,00:29:12
76,[0.776],0,00:32:39,00:29:13
76,[0.736],0,00:32:40,00:29:14
77,"[0.72, 0.712]",0,00:32:41,00:29:15
77,[0.796],0,00:32:42,00:29:16
77,[0.816],0,00:32:43,00:29:16
77,[0.748],0,00:32:44,00:29:17
77,"[0.748, 0.772]",0,00:32:45,00:29:18
77,[0.768],0,00:32:46,00:29:19
78,[0.736],0,00:32:47,00:29:20
77,"[0.804, 0.788]",0,00:32:48,00:29:21
77,[0.824],0,00:32:49,00:29:22
77,[0.728],0,00:32:50,00:29:23
77,"[0.78, 0.792]",0,00:32:51,00:29:24
77,[0.752],0,00:32:52,00:29:25
78,[0.724],0,00:32:53,00:29:26
77,"[0.804, 0.788]",0,00:32:54,00:29:27
77,[0.772],0,00:32:55,00:29:28
78,[0.72],0,00:32:56,00:29:29
78,[0.816],0,00:32:57,00:29:30
77,"[0.868, 0.788]",0,00:32:58,00:29:31
77,[0.724],0,00:32:59,00:29:32
77,[0.788],0,00:33:00,00:29:33
77,[0.788],0,00:33:01,00:29:34
78,"[0.752, 0.688]",0,00:33:02,00:29:35
79,"[0.648, 0.616]",0,00:33:03,00:29:36
81,[0.604],0,00:33:04,00:29:37
84,"[0.572, 0.612]",0,00:33:05,00:29:38
85,[0.688],0,00:33:06,00:29:39
86,"[0.632, 0.62]",0,00:33:07,00:29:40
88,"[0.576, 0.564]",0,00:33:08,00:29:41
90,"[0.552, 0.548]",0,00:33:09,00:29:42
93,[0.552],0,00:33:10,00:29:43
94,"[0.56, 0.564]",0,00:33:11,00:29:44
96,"[0.54, 0.544]",0,00:33:12,00:29:45
98,"[0.54, 0.54]",0,00:33:13,00:29:46
99,"[0.548, 0.56]",0,00:33:14,00:29:47
100,[0.56],0,00:33:15,00:29:48
101,"[0.56, 0.548]",0,00:33:16,00:29:49
102,"[0.544, 0.544]",0,00:33:17,00:29:50
103,"[0.552, 0.584]",0,00:33:18,00:29:51
103,"[0.66, 0.672]",0,00:33:19,00:29:52
102,[0.68],0,00:33:20,00:29:53
101,"[0.652, 0.632]",0,00:33:21,00:29:54
100,[0.668],0,00:33:22,00:29:55
98,[0.736],0,00:33:23,00:29:56
96,"[0.772, 0.756]",0,00:33:24,00:29:57
94,[0.692],0,00:33:25,00:29:59
94,"[0.624, 0.6]",0,00:33:26,00:30:00
94,[0.636],0,00:33:27,00:30:01
93,"[0.692, 0.792]",0,00:33:28,00:30:02
92,[0.736],0,00:33:29,00:30:03
91,[0.636],0,00:33:30,00:30:04
91,"[0.616, 0.608]",0,00:33:31,00:30:05
92,"[0.652, 0.684]",0,00:33:32,00:30:05
91,[0.748],0,00:33:33,00:30:06
90,[0.744],0,00:33:34,00:30:07
89,"[0.728, 0.66]",0,00:33:35,00:30:08
89,[0.724],0,00:33:36,00:30:09
89,"[0.632, 0.612]",0,00:33:37,00:30:10
89,[0.584],0,00:33:38,00:30:11
91,"[0.576, 0.576]",0,00:33:39,00:30:12
91,"[0.64, 0.7]",0,00:33:41,00:30:14
91,[0.752],0,00:33:41,00:30:14
90,[0.736],0,00:33:43,00:30:16
90,"[0.684, 0.652]",0,00:33:43,00:30:16
90,[0.644],0,00:33:44,00:30:17
90,"[0.668, 0.724]",0,00:33:45,00:30:18
89,[0.788],0,00:33:46,00:30:19
88,[0.808],0,00:33:47,00:30:20
86,"[0.844, 0.8]",0,00:33:48,00:30:21
85,[0.716],0,00:33:49,00:30:22
85,"[0.676, 0.68]",0,00:33:50,00:30:23
85,[0.72],0,00:33:51,00:30:24
84,[0.816],0,00:33:52,00:30:25
83,[0.804],0,00:33:53,00:30:26
83,"[0.792, 0.736]",0,00:33:54,00:30:27
83,[0.684],0,00:33:55,00:30:28
83,"[0.676, 0.752]",0,00:33:56,00:30:29
83,[0.804],0,00:33:57,00:30:30
82,[0.808],0,00:33:58,00:30:31
81,[0.84],0,00:33:59,00:30:32
80,[0.824],0,00:34:00,00:30:33
80,"[0.772, 0.716]",0,00:34:01,00:30:34
80,[0.744],0,00:34:02,00:30:35
80,[0.76],0,00:34:03,00:30:36
80,"[0.752, 0.788]",0,00:34:04,00:30:37
79,[0.784],0,00:34:05,00:30:38
79,[0.728],0,00:34:06,00:30:39
79,[0.824],0,00:34:07,00:30:40
78,"[0.792, 0.848]",0,00:34:08,00:30:41
78,[0.816],0,00:34:09,00:30:42
77,[0.8],0,00:34:10,00:30:43
77,[0.88],0,00:34:11,00:30:44
75,[0.892],0,00:34:12,00:30:45
75,[0.868],0,00:34:13,00:30:46
74,"[0.844, 0.904]",0,00:34:14,00:30:47
73,[0.864],0,00:34:15,00:30:49
73,[0.768],0,00:34:16,00:30:50
74,"[0.772, 0.78]",0,00:34:17,00:30:51
74,[0.836],0,00:34:18,00:30:52
74,[0.82],0,00:34:19,00:30:53
74,[0.74],0,00:34:20,00:30:54
75,"[0.744, 0.796]",0,00:34:21,00:30:55
75,[0.812],0,00:34:22,00:30:55
76,[0.724],0,00:34:23,00:30:56
77,"[0.668, 0.644]",0,00:34:24,00:30:57
79,[0.672],0,00:34:25,00:30:58
80,[0.86],0,00:34:26,00:30:59
80,[0.956],0,00:34:27,00:31:00
81,[1.008],0,00:34:28,00:31:01
80,"[0.86, 0.712]",0,00:34:29,00:31:02
81,[0.664],0,00:34:30,00:31:03
82,"[0.652, 0.7]",0,00:34:31,00:31:04
82,[0.812],0,00:34:32,00:31:05
82,[0.98],0,00:34:33,00:31:06
81,[0.928],0,00:34:34,00:31:07
81,[0.828],0,00:34:35,00:31:08
80,"[0.82, 0.7]",0,00:34:36,00:31:09
80,[0.672],0,00:34:37,00:31:10
80,[0.664],0,00:34:38,00:31:11
80,[0.736],0,00:34:39,00:31:12
80,[1.048],0,00:34:40,00:31:13
80,"[0.884, 0.796]",0,00:34:41,00:31:14
79,[0.8],0,00:34:42,00:31:15
79,[0.772],0,00:34:43,00:31:16
79,"[0.752, 0.712]",0,00:34:44,00:31:17
79,[0.732],0,00:34:45,00:31:18
79,[0.864],0,00:34:46,00:31:19
79,[1.004],0,00:34:47,00:31:20
78,[0.884],0,00:34:48,00:31:21
77,"[0.912, 0.896]",0,00:34:49,00:31:22
76,[0.836],0,00:34:50,00:31:23
75,[0.784],0,00:34:51,00:31:24
75,[0.816],0,00:34:52,00:31:25
75,[0.852],0,00:34:53,00:31:26
75,"[0.828, 0.756]",0,00:34:54,00:31:27
75,[0.844],0,00:34:55,00:31:28
74,[0.892],0,00:34:56,00:31:29
74,[0.82],0,00:34:57,00:31:30
74,"[0.748, 0.76]",0,00:34:58,00:31:31
75,[0.776],0,00:34:59,00:31:32
75,[1.08],0,00:35:00,00:31:33
75,[0.94],0,00:35:01,00:31:34
75,[0.812],0,00:35:02,00:31:35
75,[0.772],0,00:35:03,00:31:36
75,[0.808],0,00:35:04,00:31:37
74,[0.996],0,00:35:05,00:31:39
73,"[0.936, 0.84]",0,00:35:06,00:31:40
73,[0.904],0,00:35:07,00:31:41
72,[0.876],0,00:35:08,00:31:42
72,[0.772],0,00:35:09,00:31:43
73,"[0.676, 0.644]",0,00:35:10,00:31:44
75,[0.656],0,00:35:11,00:31:44
76,[0.896],0,00:35:12,00:31:45
77,[1.08],0,00:35:13,00:31:46
77,[0.984],0,00:35:14,00:31:47
77,"[0.816, 0.712]",0,00:35:15,00:31:48
78,[0.676],0,00:35:16,00:31:49
78,"[0.64, 0.716]",0,00:35:17,00:31:50
79,[0.832],0,00:35:18,00:31:51
79,[0.756],0,00:35:19,00:31:52
79,[0.78],0,00:35:20,00:31:53
79,"[0.788, 0.796]",0,00:35:21,00:31:54
78,[0.736],0,00:35:22,00:31:55
78,[0.824],0,00:35:23,00:31:56
79,"[0.744, 0.736]",0,00:35:24,00:31:57
79,[0.832],0,00:35:25,00:31:58
78,[0.852],0,00:35:26,00:31:59
77,[0.84],0,00:35:27,00:32:00
77,[0.772],0,00:35:28,00:32:01
77,"[0.836, 0.768]",0,00:35:29,00:32:02
77,[0.736],0,00:35:31,00:32:04
77,[0.768],0,00:35:31,00:32:04
77,[0.82],0,00:35:32,00:32:05
76,[0.932],0,00:35:33,00:32:06
75,"[0.884, 0.812]",0,00:35:34,00:32:07
75,[0.848],0,00:35:35,00:32:08
74,[0.848],0,00:35:36,00:32:09
74,[0.848],0,00:35:37,00:32:10
74,"[0.792, 0.712]",0,00:35:38,00:32:11
75,[0.704],0,00:35:39,00:32:12
76,[0.772],0,00:35:40,00:32:13
76,[0.812],0,00:35:41,00:32:14
76,"[0.8, 0.844]",0,00:35:42,00:32:15
75,[0.896],0,00:35:43,00:32:16
74,[0.844],0,00:35:44,00:32:17
74,[0.796],0,00:35:45,00:32:18
74,"[0.844, 0.876]",0,00:35:46,00:32:19
73,[0.824],0,00:35:47,00:32:20
73,[0.848],0,00:35:48,00:32:21
73,[0.864],0,00:35:49,00:32:22
73,[0.808],0,00:35:50,00:32:23
73,"[0.748, 0.868]",0,00:35:51,00:32:24
73,[0.772],0,00:35:52,00:32:25
74,[0.712],0,00:35:53,00:32:26
75,[0.716],0,00:35:54,00:32:28
75,"[0.848, 0.832]",0,00:35:55,00:32:29
76,[0.76],0,00:35:56,00:32:30
76,[0.752],0,00:35:57,00:32:31
76,[0.84],0,00:35:58,00:32:32
75,"[0.808, 0.752]",0,00:35:59,00:32:33
76,[0.704],0,00:36:00,00:32:33
77,[0.764],0,00:36:01,00:32:34
76,"[0.832, 0.852]",0,00:36:02,00:32:35
76,[0.752],0,00:36:04,00:32:37
76,[0.828],0,00:36:04,00:32:37
75,[0.84],0,00:36:05,00:32:38
75,"[0.788, 0.756]",0,00:36:06,00:32:39
76,[0.824],0,00:36:07,00:32:40
76,[0.772],0,00:36:08,00:32:41
76,[0.724],0,00:36:09,00:32:42
77,"[0.76, 0.788]",0,00:36:10,00:32:43
77,[0.744],0,00:36:11,00:32:44
78,"[0.696, 0.66]",0,00:36:12,00:32:45
79,[0.656],0,00:36:13,00:32:46
81,"[0.676, 0.716]",0,00:36:14,00:32:47
81,[0.868],0,00:36:15,00:32:48
81,[0.864],0,00:36:16,00:32:49
81,[0.756],0,00:36:17,00:32:50
81,"[0.744, 0.776]",0,00:36:18,00:32:51
80,[0.864],0,00:36:19,00:32:52
80,[0.72],0,00:36:20,00:32:53
80,"[0.692, 0.832]",0,00:36:21,00:32:54
81,[0.728],0,00:36:22,00:32:55
81,[0.704],0,00:36:23,00:32:56
82,"[0.66, 0.636]",0,00:36:24,00:32:57
83,[0.672],0,00:36:25,00:32:58
84,"[0.636, 0.64]",0,00:36:26,00:32:59
85,[0.668],0,00:36:27,00:33:00
85,"[0.776, 0.828]",0,00:36:28,00:33:01
85,[0.78],0,00:36:29,00:33:02
84,[0.796],0,00:36:30,00:33:03
83,[0.772],0,00:36:31,00:33:04
83,"[0.768, 0.7]",0,00:36:32,00:33:05
83,[0.676],0,00:36:33,00:33:06
84,"[0.672, 0.68]",0,00:36:34,00:33:07
85,[0.636],0,00:36:35,00:33:08
86,"[0.64, 0.632]",0,00:36:36,00:33:09
87,[0.672],0,00:36:37,00:33:10
86,"[0.744, 0.728]",0,00:36:38,00:33:11
86,[0.696],0,00:36:39,00:33:12
86,[0.756],0,00:36:40,00:33:13
85,"[0.756, 0.748]",0,00:36:41,00:33:14
85,[0.692],0,00:36:42,00:33:15
85,"[0.692, 0.704]",0,00:36:43,00:33:16
85,[0.728],0,00:36:44,00:33:18
85,"[0.708, 0.692]",0,00:36:45,00:33:19
85,[0.736],0,00:36:46,00:33:20
85,[0.756],0,00:36:47,00:33:21
84,"[0.812, 0.712]",0,00:36:48,00:33:22
84,[0.684],0,00:36:49,00:33:23
84,[0.724],0,00:36:50,00:33:23
83,"[0.78, 0.716]",0,00:36:51,00:33:24
83,[0.708],0,00:36:52,00:33:25
83,[0.752],0,00:36:53,00:33:26
83,"[0.74, 0.744]",0,00:36:54,00:33:27
83,[0.724],0,00:36:55,00:33:28
82,[0.764],0,00:36:56,00:33:29
82,"[0.796, 0.756]",0,00:36:57,00:33:30
82,[0.708],0,00:36:58,00:33:31
82,[0.724],0,00:36:59,00:33:32
82,"[0.748, 0.748]",0,00:37:00,00:33:33
82,[0.708],0,00:37:01,00:33:34
82,[0.704],0,00:37:02,00:33:35
82,"[0.752, 0.796]",0,00:37:03,00:33:36
81,[0.776],0,00:37:04,00:33:37
81,[0.736],0,00:37:05,00:33:38
81,"[0.776, 0.776]",0,00:37:06,00:33:39
81,[0.724],0,00:37:07,00:33:40
81,[0.764],0,00:37:08,00:33:41
80,[0.804],0,00:37:09,00:33:42
79,"[0.832, 0.748]",0,00:37:10,00:33:43
79,[0.764],0,00:37:11,00:33:44
79,"[0.812, 0.78]",0,00:37:12,00:33:45
79,[0.712],0,00:37:13,00:33:46
79,[0.732],0,00:37:14,00:33:47
79,"[0.74, 0.768]",0,00:37:15,00:33:48
79,[0.704],0,00:37:16,00:33:49
80,[0.716],0,00:37:17,00:33:50
80,"[0.744, 0.776]",0,00:37:18,00:33:51
80,[0.736],0,00:37:19,00:33:52
80,[0.764],0,00:37:20,00:33:53
79,[0.808],0,00:37:21,00:33:54
79,"[0.832, 0.732]",0,00:37:22,00:33:55
79,[0.696],0,00:37:23,00:33:56
80,"[0.692, 0.756]",0,00:37:24,00:33:57
80,[0.78],0,00:37:25,00:33:58
80,[0.74],0,00:37:26,00:33:59
80,[0.732],0,00:37:27,00:34:00
80,"[0.764, 0.752]",0,00:37:28,00:34:01
80,[0.716],0,00:37:29,00:34:02
81,"[0.688, 0.696]",0,00:37:30,00:34:03
81,[0.76],0,00:37:31,00:34:04
81,[0.8],0,00:37:32,00:34:05
81,"[0.736, 0.74]",0,00:37:33,00:34:06
81,[0.776],0,00:37:34,00:34:08
80,[0.752],0,00:37:35,00:34:09
80,"[0.736, 0.744]",0,00:37:36,00:34:10
80,[0.78],0,00:37:37,00:34:11
80,[0.74],0,00:37:38,00:34:12
81,"[0.708, 0.716]",0,00:37:39,00:34:12
81,[0.764],0,00:37:40,00:34:13
81,"[0.768, 0.72]",0,00:37:41,00:34:14
81,[0.72],0,00:37:42,00:34:15
81,[0.772],0,00:37:43,00:34:16
81,"[0.736, 0.716]",0,00:37:44,00:34:17
81,[0.684],0,00:37:45,00:34:18
82,[0.712],0,00:37:46,00:34:19
82,"[0.752, 0.764]",0,00:37:47,00:34:20
81,[0.728],0,00:37:48,00:34:21
81,[0.732],0,00:37:49,00:34:22
81,"[0.816, 0.772]",0,00:37:50,00:34:23
81,[0.72],0,00:37:51,00:34:24
81,[0.772],0,00:37:52,00:34:25
80,[0.788],0,00:37:53,00:34:26
80,"[0.804, 0.74]",0,00:37:54,00:34:27
80,[0.88],0,00:37:55,00:34:28
79,[0.792],0,00:37:56,00:34:29
79,"[0.704, 0.688]",0,00:37:57,00:34:30
79,[0.748],0,00:37:58,00:34:31
79,[0.772],0,00:37:59,00:34:32
80,"[0.72, 0.68]",0,00:38:00,00:34:33
81,[0.632],0,00:38:01,00:34:34
83,"[0.608, 0.616]",0,00:38:02,00:34:35
84,[0.824],0,00:38:03,00:34:36
85,[0.828],0,00:38:04,00:34:37
86,[0.86],0,00:38:05,00:34:38
86,"[0.768, 0.724]",0,00:38:06,00:34:39
86,[0.724],0,00:38:07,00:34:40
85,"[0.728, 0.668]",0,00:38:08,00:34:41
85,[0.724],0,00:38:09,00:34:42
85,"[0.708, 0.76]",0,00:38:10,00:34:43
84,[0.716],0,00:38:11,00:34:44
84,[0.756],0,00:38:12,00:34:45
84,"[0.76, 0.764]",0,00:38:13,00:34:46
83,[0.72],0,00:38:14,00:34:47
83,"[0.676, 0.644]",0,00:38:15,00:34:48
84,[0.644],0,00:38:16,00:34:49
85,[0.804],0,00:38:17,00:34:50
86,[0.864],0,00:38:18,00:34:51
86,"[0.884, 0.776]",0,00:38:19,00:34:52
85,[0.74],0,00:38:20,00:34:53
85,[0.692],0,00:38:21,00:34:54
85,"[0.668, 0.672]",0,00:38:22,00:34:55
85,[0.744],0,00:38:23,00:34:56
84,[0.892],0,00:38:24,00:34:58
